text,labels
time 2021-02-19T07:22:38Z author NONE repo 1uphealth/1upwebapp title fix performance of fhirreferencefetch body nan,0
time 2021-02-26T08:00:35Z author NONE repo 1uphealth/1upwebapp title add postgresql cache implementation body nan,1
time 2021-02-27T13:25:58Z author NONE repo 1zilc/fishing-funds title  body fishing funds 2.20 win 10 bug image https user images.githubusercontent.com 6389841 109388454 18742780 7942 11eb 9c33 48cb23756210.png,0
time 2021-03-24T02:53:45Z author NONE repo 1zilc/fishing-funds title  body img width 585 alt screen shot 2021 03 24 at 10 51 22 src https user images.githubusercontent.com 35359288 112247299 08284180 8c8f 11eb 9422 7273f648ced3.png,0
time 2021-05-14T06:12:06Z author NONE repo 1zilc/fishing-funds title  body fishing funds 2.7.0 macos 11.2.2 bug image https user images.githubusercontent.com 42734176 118229261 4804eb80 b4be 11eb 8066 9130dde2b33f.png image https user images.githubusercontent.com 42734176 118229296 56eb9e00 b4be 11eb 9f53 4dfa6bc8c219.png,0
time 2021-03-22T10:00:59Z author NONE repo 2-young-2-simple/VirtualApp title android 8 9 app jni body jni detected error in application the return type of callvoidmethoda does not match void android.view.iwindowmanager.getinitialdisplaysize int android.graphics.point native issue pc 002e0f83 system lib libart.so offset 1a6000 art dumpnativestack std __1 basic_ostream char std __1 char_traits char int backtracemap char const art artmethod void bool 134 2021 03 22 17 29 50.213 10858 11112 com.carrot.iceworld a .busniess.va p java_vm_ext.cc 542 native issue pc 00378ba3 system lib libart.so offset 1a6000 art thread dumpstack std __1 basic_ostream char std __1 char_traits char bool backtracemap bool const 210 2021 03 22 17 29 50.213 10858 11112 com.carrot.iceworld a .busniess.va p java_vm_ext.cc 542 native issue pc 003751bf system lib libart.so offset 1a6000 art thread dump std __1 basic_ostream char std __1 char_traits char bool backtracemap bool const 34 2021 03 22 17 29 50.213 10858 11112 com.carrot.iceworld a .busniess.va p java_vm_ext.cc 542 native issue pc 00235da9 system lib libart.so offset 1a6000 art javavmext jniabort char const char const 720 2021 03 22 17 29 50.213 10858 11112 com.carrot.iceworld a .busniess.va p java_vm_ext.cc 542 native issue,0
time 2021-04-27T12:13:32Z author NONE repo 2-young-2-simple/VirtualApp title com.tencent.mm push body device redmi note 8 api level 29 fingerprint xiaomi ginkgo ginkgo 10 qkq1.200114.002 v12.0.3.0.qcocnxm user release keys kernel 4.14.117 perf client version 0x27001235 base version 0x27001235 arch arm64 process 25556 com.tencent.mm push thread 25654 mars 25652 crash time 2021 04 27 18 56 19.492 live time 2s vss 6688180 kb rss 203460 kb signal 4 sigill code 1 ill_illopc fault address 0000007907b48bfc x0 00000077e7762729 x1 0000000000000000 x2 00000077e77626e0 x3 0000000000000000 x4 0000000000000000 x5 00000077e77626d8 x6 7670695f65766168 x7 6576616820313a34 x8 00000078794c1e78 x9 0000000000006d6f x10 00000077e7762728 x11 0000000000000280 x12 0000000000000880 x13 0a20303a36767069 x14 0000000000000068 x15 0000000000000000 x16 0000007907ba5148 x17 0000007907b48bfc x18 00000077e745c000 x19 00000077e77626d8 x20 00000077e77626e0 x21 00000077e7762729 x22 0000000000000000 x23 00000077e7762729 x24 00000077e77627d0 x25 00000077e7762a70 x26 00000077e7763020 x27 00000000fffffff6 x28 0000007807e5f237 x29 00000077e7762680 sp 00000077e77624f0 lr 000000787946bb30 pc 0000007907b48bfc issue pc 0000000000099bfc apex com.android.runtime lib64 bionic libc.so libc.so offset 0x99000 android_getaddrinfofornet issue pc 0000000000023b2c data app io.busniess.va m3lxnopq9wqbzzjeve_jzg lib arm64 libv _64.so new_getaddrinfo 188 issue pc 00000000002961ac data data io.busniess.va virtual data app com.tencent.mm lib libwechatnetwork.so issue pc 00000000000bac88 data data,2
time 2021-02-20T19:11:00Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title back button body a user should be able to click a back button from any room component to take them back to the birds eye view of the house,1
time 2021-02-20T19:38:11Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title backyard view body a user should be able to select the backyard from the bird's eye view and select related memories.,1
time 2021-03-01T17:06:30Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title edit a memory body as a user i should be able to click the edit svg on a memory then be prompted with a form that is already populated with the memory selected when i edit and save my changes a patch should be sent to the backend and the memory should re render with the updated information.,1
time 2021-03-01T17:10:11Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title modal styling body memory modal needs more styling.,1
time 2021-03-01T17:11:18Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title patch request for updating a memory body as a user i would like some functionality to change any of my logged memories.,1
time 2021-03-02T03:35:47Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title back out of edit memory body a user should be able to back out of the memory form when they are done editing a memory they decide they don't want to edit information in the memory,1
time 2021-03-02T03:37:53Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title delete a memory body a user should be able to delete a memory,1
time 2021-03-06T19:58:51Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title back functionality from edit form body as a user i would like to be able to exit the edit form if i don't want to edit my memory.,1
time 2021-02-20T18:30:17Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title clickable house body a user should be able to click on the house and be routed to a birds eye view of the house,1
time 2021-02-20T18:32:01Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title bedroom view body a user should be able to click on the bedroom from the birds eye view of the house,1
time 2021-02-20T18:37:21Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title kitchen component body as a user i would like to select the kitchen from the bird's eye view and select related memories. memories can be found by clicking on the stove,1
time 2021-02-20T18:41:03Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title memory component body a memory should contain location required a description required optionally can contain an image jpg optionally can contain tags the memory would be an object as such id number location string would be where the memory is to be placed within a room description string image string path to image memorytags concatenated string song string,1
time 2021-02-20T18:51:37Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title fetch request for memories body a fetch request should initiate when a room is selected all of the memories for that room are fetched and stored locally,1
time 2021-02-20T18:57:45Z author CONTRIBUTOR repo 2008-Untangled/Untangled-FE title living room body as a user i would like to select the living room component from the bird's eye view once in the living room i can click on an object yet to be determined and view associated memories. ideally family photos,1
